roc_auc,pr_auc,accuracy,f1,balanced_accuracy,matthews_corrcoef,sensitivity,specificity,precision,pos_LR,sensitivity_at_spec100,fold,n_train,n_val,threshold,best_penalty,best_C,best_solver,best_inner_score,feature,seed
0.6891304347826087,0.8002874718960358,0.7005988023952096,0.7807017543859649,0.6561872909698996,0.3092360934600787,0.7739130434782608,0.5384615384615384,0.7876106194690266,1.6768115942028985,0.017391304347826,4,700,167,0.5090802613063494,l2,0.1,lbfgs,0.6509209669163947,ChemBERTa-MLM,4
0.6673529411764706,0.7466540747810049,0.6607142857142857,0.7192118226600985,0.6444117647058824,0.2910795778682097,0.73,0.5588235294117647,0.7087378640776699,1.6546666666666667,0.08,5,699,168,0.5100477233515989,l2,0.1,liblinear,0.6564491963852327,ChemBERTa-MLM,4
0.6691142191142191,0.7237715838686771,0.6542553191489362,0.7058823529411765,0.643006993006993,0.2865656046286947,0.7090909090909091,0.5769230769230769,0.7027027027027027,1.6760330578512397,0.009090909090909,1,679,188,0.5193798590734181,l2,0.1,liblinear,0.6605944821562874,ChemBERTa-MLM,3
0.667942302031204,0.7271718708183914,0.6557377049180327,0.7272727272727273,0.6335001471886959,0.2621078046847885,0.7088607594936709,0.5581395348837209,0.7466666666666667,1.604263824117255,0.0,2,745,122,0.5062999865935537,l2,0.1,liblinear,0.6658473821063475,ChemBERTa-MLM,3
0.6295795795795796,0.7405160187210371,0.6140350877192983,0.6857142857142857,0.5993243243243244,0.192016648029261,0.6486486486486487,0.55,0.7272727272727273,1.4414414414414416,0.054054054054054,3,696,171,0.5133425705581889,l2,0.1,lbfgs,0.6851367333566255,ChemBERTa-MLM,3
0.6655633523103404,0.6633736541159545,0.632183908045977,0.6701030927835051,0.6282271944922547,0.2606286122989662,0.7142857142857143,0.5421686746987951,0.6310679611650486,1.5601503759398496,0.0219780219780219,4,693,174,0.5261270541477326,l2,0.1,liblinear,0.636812781510964,ChemBERTa-MLM,3
0.7486896551724138,0.7899190235451856,0.6886792452830188,0.7380952380952381,0.6765977011494253,0.3545017235487904,0.744,0.6091954022988506,0.7322834645669292,1.903764705882353,0.016,5,655,212,0.4374315273671355,l2,1.0,lbfgs,0.6417652442334018,ChemBERTa-MLM,3
0.6134572072072072,0.6771434543121416,0.639344262295082,0.717948717948718,0.607545045045045,0.223830857326947,0.7567567567567568,0.4583333333333333,0.6829268292682927,1.397089397089397,0.0135135135135135,1,745,122,0.5391175570204296,l2,1.0,liblinear,0.676638031994816,ChemBERTa-MTR,0
0.6897222222222222,0.7492213683854196,0.616,0.6712328767123288,0.6173611111111111,0.225687489192607,0.6125,0.6222222222222222,0.7424242424242424,1.621323529411765,0.0,2,742,125,0.5168146509136753,l2,0.1,liblinear,0.6435638191899843,ChemBERTa-MTR,0
0.6818317645301062,0.7339865089811364,0.6468085106382979,0.7398119122257053,0.6027939638428208,0.2405951408311861,0.855072463768116,0.3505154639175257,0.6519337016574586,1.316540142627099,0.0217391304347826,3,632,235,0.4923797957101308,l2,0.01,liblinear,0.665334584043315,ChemBERTa-MTR,0
