feature,accuracy,balanced_accuracy,f1_macro,f1_weighted,mae,adjacent_accuracy,kappa_linear,kappa_quadratic,spearman_r,roc_auc_macro_ovr,roc_auc_weighted_ovr
GNN_Vanilla_Clip_with_VAE_seed0_GNN,0.46612849061904116,0.4813758461425731,0.45854824775718256,0.46757493985828974,0.6829553991035914,0.8509161102773674,0.23151932144807197,0.25969860548490775,0.3187025400753678,0.6544072885695273,0.6493365496637096
GNN_Vanilla_Clip_with_VAE_seed0_first_fc,0.4710614460599492,0.47547154136070935,0.46089614407267787,0.473434864726691,0.6456833458206007,0.88325520811945,0.253984489569487,0.3089797124967025,0.3605326274464567,0.6610079635426735,0.6560345073937554
GNN_Vanilla_Clip_with_VAE_seed0_second_fc,0.46808955459769774,0.4761093717898398,0.45932135293227716,0.4684930002813872,0.6746536572713937,0.8572567881309086,0.22559445562703906,0.2552403801350485,0.29370520632039987,0.6413104502868847,0.6334160930172335
GNN_Vanilla_Clip_with_VAE_seed1_GNN,0.46111624978058857,0.4795540469609907,0.45382455099829033,0.4614177899966865,0.6831869592578852,0.8556967909615263,0.23332023980619435,0.26927663130270213,0.30797537468804065,0.6431763667103659,0.6355038909759164
GNN_Vanilla_Clip_with_VAE_seed1_first_fc,0.4675433076667141,0.4740541905360838,0.45908144876453805,0.46966713514520964,0.6538086120084742,0.8786480803248118,0.243611610364116,0.2938972713441421,0.3542495158445875,0.6545849637761231,0.6466339935099663
GNN_Vanilla_Clip_with_VAE_seed1_second_fc,0.4706213019306938,0.47561879693790693,0.46141438246946653,0.4736156648072511,0.6664389772498134,0.8629397208194928,0.2320095423740579,0.2652063289525137,0.2996110827547291,0.6436907709564061,0.6373685164239205
GNN_Vanilla_Clip_with_VAE_seed2_GNN,0.469379856359491,0.48874407301993544,0.4614687174645579,0.4693313332600592,0.678565457490591,0.8520546861499179,0.24384322673527134,0.27670465585504433,0.3217094512593451,0.6593581098275456,0.65171527343281
GNN_Vanilla_Clip_with_VAE_seed2_first_fc,0.4697756795196329,0.48152021240421655,0.4630523850579151,0.47082624693176256,0.6490164940606042,0.8812078264197629,0.2531364923408761,0.3066263438658902,0.36481829124863924,0.6651974259366074,0.6576181012567175
GNN_Vanilla_Clip_with_VAE_seed2_second_fc,0.46740168804130555,0.4712981219048084,0.4578120355500543,0.47029652609057426,0.6758559096749667,0.8567424022837277,0.2148176685628696,0.23620532678197004,0.2850648222697303,0.6479771595841889,0.6424659528225254
GNN_Vanilla_Clip_without_VAE_seed0_GNN,0.473021172174531,0.48478579033755553,0.4641486407996735,0.4762559895743542,0.6707377232257659,0.8562411045997032,0.24544225088923532,0.27764053309112624,0.3329840860119254,0.6573147008990946,0.652299189206025
GNN_Vanilla_Clip_without_VAE_seed0_first_fc,0.46996318261530257,0.47852180537042344,0.46090484529444625,0.47233009637773365,0.6588401552464446,0.871196662138253,0.24827635185492436,0.2940226861529273,0.3578430306931666,0.6643714113611014,0.6584985906944602
GNN_Vanilla_Clip_without_VAE_seed0_second_fc,0.46305560265631796,0.4664878442545114,0.45337013792206965,0.465978336779126,0.6704177642644805,0.8665266330792014,0.22222021912953407,0.2578097337862037,0.2686848910688501,0.6304943911728408,0.626045726779032
GNN_Vanilla_Clip_without_VAE_seed1_GNN,0.4662371476470606,0.4853141378018778,0.45932212837262404,0.46905446251191835,0.688955395621073,0.8448074567318664,0.23759031815995957,0.26568465736901126,0.3166308422406798,0.6516295011347821,0.6462730645033089
GNN_Vanilla_Clip_without_VAE_seed1_first_fc,0.4753920919401017,0.48152864650553745,0.4671031030896939,0.4772427576605513,0.6347985084835469,0.8898093995763513,0.2616766201215091,0.3204376604609485,0.38314249376105797,0.67175781373743,0.665642573943114
GNN_Vanilla_Clip_without_VAE_seed1_second_fc,0.4668514860792975,0.47408801254230937,0.4578153045601401,0.46806012365085714,0.6816413190995573,0.8515071948211451,0.21824434122665676,0.24156386131135746,0.2660486985755586,0.6355543380364219,0.6302171448272901
GNN_Vanilla_Clip_without_VAE_seed2_GNN,0.46106237094892577,0.47306070379403103,0.45277256366429297,0.46488734676753424,0.6929872957085113,0.845950333342563,0.2206412479045534,0.245352606265199,0.30420024521204064,0.6476861761805074,0.6439148426028731
GNN_Vanilla_Clip_without_VAE_seed2_first_fc,0.47894059503081965,0.48807804175323233,0.47245916376630354,0.48117682519205374,0.6417039747261817,0.8793554302429989,0.25686507687037696,0.30385132035955187,0.3520246337122755,0.6624386999287277,0.6556697895460459
GNN_Vanilla_Clip_without_VAE_seed2_second_fc,0.47401932737396285,0.47612984269679925,0.46520260103929045,0.47727314483539934,0.667610036460252,0.858370636165785,0.22076286448537816,0.24139404710944923,0.3036697935400961,0.6613735138984208,0.6561141188963397
MoLFormer-XL-both-10pct,0.4282940251670495,0.43613962002335627,0.4158561052947812,0.4289262463933867,0.715428394253173,0.8562775805797774,0.1966283865887502,0.24675227617214024,0.30635810793360957,0.6255367040115514,0.6239647787379633
